Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
99.8,111889866,2050,54580.4,27247.0,21156,3598212,181102.4,collectives,MPI_Allgatherv
0.2,188428,1,188428.0,188428.0,188428,188428,0.0,collectives,MPI_Bcast
0.0,11108,1,11108.0,11108.0,11108,11108,0.0,collectives,MPI_Gatherv
