PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
6427,6427,0,2050,2035,482705.3,483849.0,19009,1083456,267258.9,6809.9,6249.5,4643,155311,3982.6,2095.6,2130.0,36,3081,219.7,473852.0,475339.0,10657,936022,267280.5,cudaLaunchKernel,"<unnamed>::kLocalComputeAndProduce(<unnamed>::LocalNeuronData, <unnamed>::LocalRuleData, int *)"
6427,6427,0,2050,1983,361547.2,362273.5,267959,520439,52851.6,9109.6,7810.5,6292,190144,6188.4,1548.2,1549.0,480,2622,176.4,351162.4,351284.0,258351,443033,52717.4,cudaLaunchKernel,"<unnamed>::kDistributeGlobalSpikes(<unnamed>::GlobalSynapseData, <unnamed>::LocalNeuronData, const int *, int, int)"
