Total Message Volume,Instances,Avg,Med,Min,Max,StdDev,Source,Name
50380800,2050,24576.0,24576.0,24576,24576,0.0,coll_recv,MPI_Allgatherv
50380800,2050,24576.0,24576.0,24576,24576,0.0,coll_send,MPI_Allgatherv
24576,1,24576.0,24576.0,24576,24576,0.0,coll_recv,MPI_Gatherv
24576,1,24576.0,24576.0,24576,24576,0.0,coll_recv,MPI_Bcast
8192,1,8192.0,8192.0,8192,8192,0.0,coll_send,MPI_Gatherv
73728,1,73728.0,73728.0,73728,73728,0.0,coll_send,MPI_Bcast
