Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
86.6,623279199,4100,152019.3,150476.5,2084,3312349,162571.0,cudaDeviceSynchronize
8.8,63695722,4101,15531.8,16608.0,9891,377480,8012.6,cudaMemcpy
4.5,32111617,4100,7832.1,7023.5,4212,160243,5344.5,cudaLaunchKernel
0.1,897371,4100,218.9,200.0,117,11276,222.0,cuKernelGetName
0.0,130803,1,130803.0,130803.0,130803,130803,0.0,cuLibraryLoadData
0.0,12538,1,12538.0,12538.0,12538,12538,0.0,cuProfilerStart
0.0,1989,2,994.5,994.5,865,1124,183.1,cuLibraryGetKernel
