Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
100.0,1267172418,2050,618132.9,588377.0,45178,61339067,1375684.5,collectives,MPI_Allgatherv
0.0,557164,1,557164.0,557164.0,557164,557164,0.0,collectives,MPI_Bcast
0.0,10524,1,10524.0,10524.0,10524,10524,0.0,collectives,MPI_Gatherv
