PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
6494,6494,0,2050,1914,303729.0,302968.5,269283,384501,20070.7,9276.1,7930.0,6447,56759,3969.1,1519.8,1537.0,33,2531,198.5,293390.5,293169.0,258465,328674,19784.5,cudaLaunchKernel,"<unnamed>::kDistributeGlobalSpikes(<unnamed>::GlobalSynapseData, <unnamed>::LocalNeuronData, const int *, int, int)"
6494,6494,0,2050,2042,13042.5,12550.5,11084,162221,5899.5,6388.1,5823.0,4212,160243,6100.5,2101.1,2138.0,9,2974,210.1,4570.5,4576.0,4448,4800,48.6,cudaLaunchKernel,"<unnamed>::kLocalComputeAndProduce(<unnamed>::LocalNeuronData, <unnamed>::LocalRuleData, int *)"
