Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
95.6,600915648,2050,293129.6,293207.5,258361,328535,20050.2,CUDA_KERNEL,"<unnamed>::kDistributeGlobalSpikes(<unnamed>::GlobalSynapseData, <unnamed>::LocalNeuronData, const int *, int, int)"
2.3,14482517,2050,7064.6,7072.0,5760,7328,82.4,CUDA_KERNEL,"<unnamed>::kLocalComputeAndProduce(<unnamed>::LocalNeuronData, <unnamed>::LocalRuleData, int *)"
1.3,8333686,2050,4065.2,4032.0,3711,15423,378.7,MEMORY_OPER,[CUDA memcpy Host-to-Device]
0.7,4553071,2051,2219.9,2208.0,2175,9216,177.0,MEMORY_OPER,[CUDA memcpy Device-to-Host]
