Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
57.2,1037410078,4101,252965.1,32837.0,9935,3936946,310259.4,cudaMemcpy
41.0,743052022,4100,181232.2,128340.5,2509,3098841,192384.2,cudaDeviceSynchronize
1.8,32635019,4100,7959.8,7174.0,4643,190144,5328.7,cudaLaunchKernel
0.0,820319,4100,200.1,173.0,117,15724,366.4,cuKernelGetName
0.0,132153,1,132153.0,132153.0,132153,132153,0.0,cuLibraryLoadData
0.0,13132,1,13132.0,13132.0,13132,13132,0.0,cuProfilerStart
0.0,2041,2,1020.5,1020.5,858,1183,229.8,cuLibraryGetKernel
