Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
83.8,624656712,4100,152355.3,63772.0,2083,3274334,161696.6,cudaDeviceSynchronize
11.9,88421640,4101,21561.0,18931.0,9964,3851150,84139.9,cudaMemcpy
4.1,30799471,4100,7512.1,7014.0,4086,241130,5132.8,cudaLaunchKernel
0.1,985295,4100,240.3,208.0,122,76685,1210.7,cuKernelGetName
0.0,205088,1,205088.0,205088.0,205088,205088,0.0,cuLibraryLoadData
0.0,50118,1,50118.0,50118.0,50118,50118,0.0,cuProfilerStart
0.0,2997,2,1498.5,1498.5,1111,1886,548.0,cuLibraryGetKernel
