Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
100.0,927273050,2050,452328.3,384891.0,28402,101481393,2244179.3,collectives,MPI_Allgatherv
0.0,161145,1,161145.0,161145.0,161145,161145,0.0,collectives,MPI_Bcast
0.0,14015,1,14015.0,14015.0,14015,14015,0.0,collectives,MPI_Gatherv
