PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
6715,6715,0,2050,1883,306567.6,306480.0,269015,392398,21531.1,9388.3,8323.0,6542,59726,3430.3,1616.9,1632.0,203,2621,195.4,295933.5,296000.0,258286,334195,21481.0,cudaLaunchKernel,"<unnamed>::kDistributeGlobalSpikes(<unnamed>::GlobalSynapseData, <unnamed>::LocalNeuronData, const int *, int, int)"
6715,6715,0,2050,2038,214821.9,214989.5,15040,559306,115568.3,6225.3,5799.0,4371,156315,3822.4,2202.1,2222.0,822,3020,169.6,206446.3,206635.0,7553,405110,115192.0,cudaLaunchKernel,"<unnamed>::kLocalComputeAndProduce(<unnamed>::LocalNeuronData, <unnamed>::LocalRuleData, int *)"
