PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
27032,27032,0,2050,2030,503028.3,503251.0,20247,1129606,279464.2,6845.0,6132.5,4638,166592,4783.4,2067.6,2103.0,49,2888,235.4,494182.5,495650.0,10751,990212,279592.5,cudaLaunchKernel,"<unnamed>::kLocalComputeAndProduce(<unnamed>::LocalNeuronData, <unnamed>::LocalRuleData, int *)"
27032,27032,0,2050,2009,364214.7,364072.5,268916,557386,54496.1,8867.3,7765.5,6124,184423,5576.1,1536.4,1539.0,153,3023,190.2,354006.6,354199.0,258360,447731,54229.6,cudaLaunchKernel,"<unnamed>::kDistributeGlobalSpikes(<unnamed>::GlobalSynapseData, <unnamed>::LocalNeuronData, const int *, int, int)"
