Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
86.1,162340640,2050,79190.6,522.0,356,120440710,2663735.0,start-wait,MPI_Waitall
9.6,18116447,2050,8837.3,8151.0,4755,112218,3589.0,p2p,MPI_Isend
4.2,7893689,2050,3850.6,1195.0,470,691583,31853.8,p2p,MPI_Irecv
0.1,140342,1,140342.0,140342.0,140342,140342,0.0,collectives,MPI_Allgather
0.1,104946,1,104946.0,104946.0,104946,104946,0.0,collectives,MPI_Allgatherv
