Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
72.0,297853158,1,297853158.0,297853158.0,297853158,297853158,0.0,collectives,MPI_Allgather
23.0,94991238,2050,46337.2,415.0,268,18649038,660656.8,start-wait,MPI_Waitall
5.0,20892831,2050,10191.6,5310.5,3505,2859217,71909.5,p2p,MPI_Isend
0.0,157717,1,157717.0,157717.0,157717,157717,0.0,collectives,MPI_Allgatherv
