"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","dram__bytes_read.sum","dram__bytes_write.sum","gpu__time_duration.sum","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum","l1tex__t_bytes_lookup_hit.sum","l1tex__t_bytes_lookup_miss.sum","lts__t_requests_lookup_hit.sum","lts__t_requests_lookup_miss.sum","lts__t_sectors_lookup_hit.sum","lts__t_sectors_lookup_miss.sum","sm__sass_branch_targets.avg","sm__sass_branch_targets_threads_divergent.sum","smsp__average_warps_issue_stalled_barrier_per_issue_active.pct","smsp__warp_issue_stalled_branch_resolving_per_warp_active.pct","smsp__warp_issue_stalled_lg_throttle_per_warp_active.pct","smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct","smsp__warp_issue_stalled_math_pipe_throttle_per_warp_active.pct","smsp__warp_issue_stalled_membar_per_warp_active.pct","smsp__warp_issue_stalled_mio_throttle_per_warp_active.pct","smsp__warp_issue_stalled_no_instruction_per_warp_active.pct","smsp__warp_issue_stalled_short_scoreboard_per_warp_active.pct","smsp__warp_issue_stalled_wait_per_warp_active.pct"
"","","","","","","","","","","","Mbyte","Mbyte","ms","","Mbyte","Mbyte","request","request","sector","sector","branches","branches","%","%","%","%","%","%","%","%","%","%"
"33","3190","snp_profile","127.0.0.1","updateDelaysAndEmitKernel(int, int, int *, int *, int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.032608","0.000480","0.003840","0","0.000000","0.024576","132.000000","411.000000","860.000000","867.000000","0.000000","0.000000","0","0.795209","0","33.861730","0.000000","0","0","6.104928","2.234601","6.655591"
"34","3190","snp_profile","127.0.0.1","computeSpikingVectorKernel(int, const int *, const int *, int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.369984","0.012768","0.009408","0","0.671712","0.245760","2324.000000","3643.000000","4698.000000","7011.000000","38.425000","1.000000","0","1.096260","0","60.087875","0.004790","0","0","2.934100","0.833898","12.554840"
"35","3190","snp_profile","127.0.0.1","consumeSpikesAndProduceKernel(int, int, int *, int *, int *, const int *, const int *, const int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","75.320864","1.518496","4.431552","0","14.001248","194.632416","4315933.000000","404364.000000","4509451.000000","1594301.000000","9883.175000","0.000000","0","4.594149","0","81.301649","0.000004","0","0","0.358628","0.001705","9.118397"
"36","3190","snp_profile","127.0.0.1","updateDelaysAndEmitKernel(int, int, int *, int *, int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.032608","0.000480","0.003840","0","0.000000","0.024576","124.000000","411.000000","851.000000","867.000000","0.000000","0.000000","0","0.799547","0","34.027130","0.000000","0","0","6.472194","2.236517","6.682141"
"37","3190","snp_profile","127.0.0.1","computeSpikingVectorKernel(int, const int *, const int *, int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.370976","0.013120","0.009568","0","0.737248","0.245760","2376.000000","3643.000000","4744.000000","7011.000000","41.625000","1.000000","0","1.123310","0","59.381079","0.003848","0","0","2.946043","0.820198","12.979304"
"38","3190","snp_profile","127.0.0.1","consumeSpikesAndProduceKernel(int, int, int *, int *, int *, const int *, const int *, const int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","75.234144","1.516064","4.430112","0","14.006560","194.561568","4313515.000000","404371.000000","4507035.000000","1594479.000000","9883.175000","0.000000","0","4.584572","0","81.155210","0.000003","0","0","0.358099","0.001710","9.105943"
"39","3190","snp_profile","127.0.0.1","updateDelaysAndEmitKernel(int, int, int *, int *, int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.032800","0.000000","0.003840","0","0.000000","0.024576","123.000000","411.000000","848.000000","867.000000","0.000000","0.000000","0","0.800466","0","33.986018","0.000000","0","0","6.413050","2.238858","6.675211"
"40","3190","snp_profile","127.0.0.1","computeSpikingVectorKernel(int, const int *, const int *, int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.370080","0.012672","0.009792","0","0.802784","0.245760","2315.000000","3643.000000","4685.000000","7011.000000","44.825000","1.000000","0","1.137739","0","59.642933","0.005234","0","0","2.818594","0.803368","13.358696"
"41","3190","snp_profile","127.0.0.1","consumeSpikesAndProduceKernel(int, int, int *, int *, int *, const int *, const int *, const int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","75.352704","1.495488","4.435200","0","14.016544","194.486048","4311845.000000","404716.000000","4505813.000000","1595203.000000","9883.175000","0.000000","0","4.663436","0","82.640604","0.000002","0","0","0.364393","0.001744","9.264465"
"42","3190","snp_profile","127.0.0.1","updateDelaysAndEmitKernel(int, int, int *, int *, int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.032640","0.000000","0.003872","0","0.000000","0.024576","131.000000","411.000000","858.000000","867.000000","0.000000","0.000000","0","0.799219","0","33.823521","0.000000","0","0","6.492563","2.230838","6.659963"
"43","3190","snp_profile","127.0.0.1","computeSpikingVectorKernel(int, const int *, const int *, int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.370464","0.012608","0.009984","0","0.868320","0.245760","2346.000000","3643.000000","4717.000000","7011.000000","48.025000","1.000000","0","1.160741","0","59.549490","0.003302","0","0","2.853558","0.786348","13.803409"
"44","3190","snp_profile","127.0.0.1","consumeSpikesAndProduceKernel(int, int, int *, int *, int *, const int *, const int *, const int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","75.228928","1.499040","4.503584","0","14.014048","194.423008","4309781.000000","404461.000000","4503294.000000","1596565.000000","9883.175000","0.000000","0","4.589814","0","82.912966","0.000003","0","0","0.358372","0.001711","9.111211"
"45","3190","snp_profile","127.0.0.1","updateDelaysAndEmitKernel(int, int, int *, int *, int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.032544","0.000736","0.003872","0","0.000000","0.024576","228.000000","411.000000","951.000000","867.000000","0.000000","0.000000","0","0.796885","0","33.778372","0.000000","0","0","6.406463","2.243018","6.659885"
"46","3190","snp_profile","127.0.0.1","computeSpikingVectorKernel(int, const int *, const int *, int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","0.372256","0.013824","0.010400","0","0.933824","0.245760","2388.000000","3643.000000","4765.000000","7011.000000","51.225000","1.000000","0","1.153336","0","59.450951","0.002388","0","0","2.696292","0.765707","13.913862"
"47","3190","snp_profile","127.0.0.1","consumeSpikesAndProduceKernel(int, int, int *, int *, int *, const int *, const int *, const int *, const int *, const int *, const int *)","1","7","(128, 1, 1)","(48, 1, 1)","0","7.5","75.046592","1.498976","4.440768","0","14.005920","194.234368","4308253.000000","404748.000000","4502138.000000","1588451.000000","9883.175000","0.000000","0","4.567911","0","81.154257","0.000002","0","0","0.356652","0.001708","9.066209"
