Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
100.0,1581443267,2050,771435.7,661926.5,19379,80489042,1864223.3,collectives,MPI_Allgatherv
0.0,194172,1,194172.0,194172.0,194172,194172,0.0,collectives,MPI_Bcast
0.0,1655,1,1655.0,1655.0,1655,1655,0.0,collectives,MPI_Gatherv
