Time (%),Total Time (ns),Count,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Operation
100.0,8299863,2050,4048.7,4032.0,3680,17568,665.7,[CUDA memcpy Host-to-Device]
