Total Message Volume,Instances,Avg,Med,Min,Max,StdDev,Source,Name
50380800,2050,24576.0,24576.0,24576,24576,0.0,coll_recv,MPI_Allgatherv
24576,1,24576.0,24576.0,24576,24576,0.0,coll_recv,MPI_Bcast
