Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
100.0,232453898,2050,113392.1,71456.0,17408,7472808,328069.5,collectives,MPI_Allgatherv
0.0,85320,1,85320.0,85320.0,85320,85320,0.0,collectives,MPI_Gatherv
0.0,29946,1,29946.0,29946.0,29946,29946,0.0,collectives,MPI_Bcast
