PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
26741,26741,0,2050,2015,505619.6,506335.0,19058,1737882,281076.5,7588.1,5964.0,4246,1016732,25594.9,2102.1,2150.0,49,3104,254.6,496036.5,496450.5,9728,999716,279962.2,cudaLaunchKernel,"<unnamed>::kLocalComputeAndProduce(<unnamed>::LocalNeuronData, <unnamed>::LocalRuleData, int *)"
26741,26741,0,2050,1909,346926.9,346849.5,267898,475590,43755.2,10692.9,8403.5,6461,88019,5534.2,1520.1,1535.0,87,2545,231.6,335228.1,335030.5,257945,411572,43587.3,cudaLaunchKernel,"<unnamed>::kDistributeGlobalSpikes(<unnamed>::GlobalSynapseData, <unnamed>::LocalNeuronData, const int *, int, int)"
