PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
26150,26150,0,2050,2050,343898539.7,365643742.5,1358979,581528762,158476612.5,257045.2,311344.0,3618,6979174,358848.7,343318271.7,364731561.5,942512,580976266,158396664.6,323222.9,323399.0,259225,385910,36307.0,cudaLaunchKernel,"synapseTransferKernel(const int *, int *, const int *, const int *, const int *, int)"
26150,26150,0,2050,2049,343853644.8,365324245.5,1234851,581995990,158729885.9,276885.6,185517.0,3682,4647914,328319.2,343249017.1,364865379.0,1322572,580267870,158092047.2,495182.1,497730.0,10144,1000004,280560.3,cudaLaunchKernel,"neuronDynamicsKernel(DeviceNeuronData, const int *, const int *, const int *, const int *, const int *, const int *)"
