Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
64.7,1094557960,4100,266965.4,302615.0,3618,6979174,344024.0,cudaLaunchKernel
35.3,596957257,1,596957257.0,596957257.0,596957257,596957257,0.0,cudaDeviceSynchronize
0.0,655096,4100,159.8,143.0,119,11842,194.1,cuKernelGetName
0.0,213271,1,213271.0,213271.0,213271,213271,0.0,cuLibraryLoadData
0.0,44585,1,44585.0,44585.0,44585,44585,0.0,cudaMemcpy
0.0,13080,1,13080.0,13080.0,13080,13080,0.0,cuProfilerStart
0.0,1110,2,555.0,555.0,541,569,19.8,cuLibraryGetKernel
