Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
53.5,540185457,2050,263505.1,263549.0,243084,283822,11107.8,CUDA_KERNEL,"<unnamed>::kPopulateExport(<unnamed>::OptimizedCudaSnpSimulator, <unnamed>::DeviceExportSynapseData, int *)"
42.1,425591169,2050,207605.4,207754.5,7424,407764,115764.3,CUDA_KERNEL,"<unnamed>::kUpdateSelectFireCleanup(<unnamed>::OptimizedCudaSnpSimulator, <unnamed>::DeviceRuleData)"
1.1,11494224,2050,5606.9,5600.0,3713,7328,826.4,CUDA_KERNEL,"<unnamed>::kPropagateLocal(<unnamed>::OptimizedCudaSnpSimulator, <unnamed>::DeviceLocalSynapseData)"
1.0,10232551,2050,4991.5,4992.0,3520,5153,67.8,CUDA_KERNEL,"<unnamed>::kApplyImports(<unnamed>::OptimizedCudaSnpSimulator, <unnamed>::DeviceImportMapData, int *)"
0.9,8590586,4101,2094.8,2208.0,1664,14401,498.4,MEMORY_OPER,[CUDA memcpy Device-to-Host]
0.7,6792559,2050,3313.4,3297.0,3264,3553,33.9,CUDA_KERNEL,<unnamed>::kCleanupAfterPropagation(<unnamed>::OptimizedCudaSnpSimulator)
0.6,6094563,2050,2973.0,2976.0,2912,3392,21.9,MEMORY_OPER,[CUDA memset]
0.1,1402139,2050,684.0,672.0,640,705,15.9,MEMORY_OPER,[CUDA memcpy Host-to-Device]
