Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
89.7,986978678,8200,120363.3,8406.0,1913,5534730,240947.5,cudaStreamSynchronize
5.8,63828648,10250,6227.2,4583.0,3451,4592790,48524.8,cudaLaunchKernel
2.9,31681151,6150,5151.4,4551.0,2539,218631,4326.7,cudaMemcpyAsync
1.4,15250232,2050,7439.1,6098.0,4954,128023,5077.1,cudaMemsetAsync
0.2,1745880,10250,170.3,144.0,110,24705,394.2,cuKernelGetName
0.0,391148,1,391148.0,391148.0,391148,391148,0.0,cudaMemcpy
0.0,138458,1,138458.0,138458.0,138458,138458,0.0,cuLibraryLoadData
0.0,10184,1,10184.0,10184.0,10184,10184,0.0,cuProfilerStart
0.0,4166,5,833.2,665.0,637,1379,315.0,cuLibraryGetKernel
