Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
43.5,47114201,6150,7660.8,7667.0,1872,141092,2417.6,cudaStreamSynchronize
32.5,35264416,6150,5734.1,4964.0,3804,166653,3248.4,cudaLaunchKernel
22.9,24810974,4100,6051.5,5801.0,2855,491462,8614.1,cudaMemcpyAsync
0.9,982595,6150,159.8,140.0,107,13663,241.5,cuKernelGetName
0.1,140263,1,140263.0,140263.0,140263,140263,0.0,cuLibraryLoadData
0.0,28976,1,28976.0,28976.0,28976,28976,0.0,cudaMemcpy
0.0,13546,1,13546.0,13546.0,13546,13546,0.0,cuProfilerStart
0.0,3450,3,1150.0,826.0,624,2000,743.0,cuLibraryGetKernel
