Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
99.8,1823875272,2050,889695.3,530199.5,303,629918977,13906877.5,start-wait,MPI_Waitall
0.2,3177027,4100,774.9,454.0,166,542188,11796.3,p2p,MPI_Irecv
0.0,111246,1,111246.0,111246.0,111246,111246,0.0,collectives,MPI_Allgatherv
0.0,92649,1,92649.0,92649.0,92649,92649,0.0,collectives,MPI_Allgather
