Time (%),Total Time (ns),Count,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Operation
100.0,3999,1,3999.0,3999.0,3999,3999,0.0,[CUDA memcpy Device-to-Host]
