Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
99.6,8653389599,2050,4221165.7,4145924.0,575256,8188243,328710.0,cudaDeviceSynchronize
0.4,35465490,6150,5766.7,4642.0,3549,1620981,20925.7,cudaLaunchKernel
0.0,1042083,6150,169.4,142.0,111,17698,340.6,cuKernelGetName
0.0,131332,1,131332.0,131332.0,131332,131332,0.0,cuLibraryLoadData
0.0,58131,1,58131.0,58131.0,58131,58131,0.0,cudaMemcpy
0.0,12275,1,12275.0,12275.0,12275,12275,0.0,cuProfilerStart
0.0,1112,3,370.7,380.0,286,446,80.4,cuLibraryGetKernel
