Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
100.0,2000281788,1,2000281788.0,2000281788.0,2000281788,2000281788,0.0,collectives,MPI_Allgather
0.0,177675,1,177675.0,177675.0,177675,177675,0.0,collectives,MPI_Allgatherv
